Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,User Follower Count,User Following Count,User Likes Count,User Tweets Count
1586537305249939457,2022-10-30 01:55:44+00:00,https://twitter.com/CatatanAli07/status/1586537305249939457,Teruslah Membusuk 🥳🥳 https://t.co/x22eypVSlw,0,0,1,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1583400727778852867,2022-10-21 10:12:06+00:00,https://twitter.com/CatatanAli07/status/1583400727778852867,"Kok seperti ini cara mempromosikan ANIES 😫

Bingung kan buntu kan Kan Kebiasaan HANYA BISA MEMUJI TANPA BERANI MENGKRITISI

jadi bingung Mempromosikan nya saat ANIES sudah tidak jadi gubernur

Branding anak sederhana 
Branding kediaman sederhana
Surat untuk PS gak jelas juga🤦‍♀️🤦‍♀️ https://t.co/g6lw6QNEzm",1,0,1,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1576706514840326144,2022-10-02 22:51:41+00:00,https://twitter.com/CatatanAli07/status/1576706514840326144,KONTOL !!! https://t.co/2JMHIW05Sj,2,0,3,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1574365780224794624,2022-09-26 11:50:26+00:00,https://twitter.com/CatatanAli07/status/1574365780224794624,"Jika PEMERINTAH ingin memberantas PERJUDIAN berantas dulu yang ada disosial media seperti ini contoh nya terang terangan mempromosikan JUDI SLOT 🤦‍♀️👇

@CCICPolri @DivHumas_Polri @DJPPIKominfo https://t.co/7eroKH4HaP",5,5,3,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1546825616338857985,2022-07-12 11:55:40+00:00,https://twitter.com/CatatanAli07/status/1546825616338857985,Mulai nakal ko bodat🤣😂 https://t.co/1iOWaPV1bF,2,3,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1545836847682945024,2022-07-09 18:26:39+00:00,https://twitter.com/CatatanAli07/status/1545836847682945024,🤗,0,0,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1545734677410893824,2022-07-09 11:40:40+00:00,https://twitter.com/CatatanAli07/status/1545734677410893824,Dulu pernah dapat GA PARFUM udah 2 Tahun gak dikirim kirim 😂 https://t.co/kwTuVJgrA7,0,0,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1545609653739958272,2022-07-09 03:23:52+00:00,https://twitter.com/CatatanAli07/status/1545609653739958272,Kan itu nama ko setan 🙄 https://t.co/gI4q8JOfgc,0,0,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1545095407713280002,2022-07-07 17:20:26+00:00,https://twitter.com/CatatanAli07/status/1545095407713280002,"Abu janda Denny Siregar Itu ASET REZIM mustahil ditangkap apalagi sampai dipenjara 

Puluhan Laporan untuk mereka Mental semua mustahil kalau tidak ada backup bisa lolos terus dari Jeratan Hukum...

#PolriTakutAbuJanda",7,1,6,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1544972470871961600,2022-07-07 09:11:55+00:00,https://twitter.com/CatatanAli07/status/1544972470871961600,GA ? Gus Ali 😂 https://t.co/cOvdzFrgb0,0,0,0,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
1544923373930565632,2022-07-07 05:56:50+00:00,https://twitter.com/CatatanAli07/status/1544923373930565632,#PolriTakutAbuJanda https://t.co/wfS249bdHn,5,0,1,,1492190828499902466,CatatanAli07,,2697,1559,226,4473
