,Tweet Text
807,"DUIIT 70 JUTA NYA MASIH MAN ?

Jakarta - Majelis hakim menyatakan mantan Menteri Agama (Menag) Lukman Hakim Saifuddin menerima uang Rp 70 juta terkait pengisian jabatan Kepala Kantor Wilayah Kementerian Agama Jawa Timur (Kanwil Kemenag Jatim) https://t.co/INpkj7ycOb https://t.co/jPInx7rFeD"
808,@TheEagle_BEN @democrazymedia Tu siapa ben
809,@PuspaViyem Alhamdulillah Terimakasih ya kak semoga rezeki nya dilancarkan Allah Swt
810,@MAHENDRA_GNW Dosen TL ?
811,@MAHENDRA_GNW Saha ?
812,@BERKARYA_NET Recovery 🤦‍♀️
813,Kasihan melihat anda pak sudah 2022 tapi fungsi Otak saja sampai saat ini belum tau untuk apa.... https://t.co/INpkj7Qm2j
814,@Gank_Of_Petojo @SiPeNutur Loh kan nanya itu kenapa kok jongkoknya kek susah banget🙄
815,@Gank_Of_Petojo @SiPeNutur Nanya doang koh🤦‍♀️
816,@soekaca55 @_BangFu Jo ngono 😂
817,@Gank_Of_Petojo Sukses teresa
818,@Gank_Of_Petojo @SiPeNutur Jongkok nya keknya susah banget ya koh efek apa kira2
819,@soekaca55 @_BangFu Wes resik meneh papan tulise koe kesuwen ra nyimak
820,@soekaca55 @_BangFu Dosene wes ngilang me eh
821,@soekaca55 @_BangFu Dijawab ditakoi ko
822,"Dijaman suharto atau orde baru CHINA tidak sengelunjak saat ini son

Dan orang orang Pemecah Belah Persatuan bangsa dan negara seperti DENNY SIREGAR ABU JANDA CS tidak dikasih tempat saat orde baru son

Dari segi ekonomi ? Jgnkan era soeharto dgn Era SBY aja jokowi belum selevel https://t.co/9dp0NGz9Nl https://t.co/OdnoGOhtB7"
823,@_BangFu @soekaca55 ditakoi kui
824,@Gank_Of_Petojo @SiPeNutur Kemeja🙄🙄
825,@Gank_Of_Petojo @SiPeNutur Besok aja bawa sekalian ntar gua pake sekalian pas dijakarta😂
826,"@Gank_Of_Petojo @SiPeNutur Nah kan bener terlalu sering kenak tumpahan

Handsanitizer

Kangen dia yak🤣😂"
827,@restyca_yah Kami gak kuat biar jajang aja
828,@Gank_Of_Petojo 🤔 kering biasanya terlalu sering kenak cairan
829,@Jul3aRhma3 @Catatan_ali7 @ReenTis_ @papa_loren @N0vemberCeria @Gank_Of_Petojo @suneo138 @SatriaMaul2022 @akunkelima212 @PanciB0zz @Yunardi99 @z4r4n @__KangMasMo3__ @__Sridiana_3va @KangHazzie @SiPeNutur @dara_darmayu 😂🤣
830,@Yetti89053866 80 ribu kak
831,@Yetti89053866 085157590990
832,"Sebuah tindakan RASISME dilakukan  FANS PAGE DUNIA REAL MADRID Difacebook

@MafiaWasit @InfosuporterID @idextratime @Fandom_ID https://t.co/jsLbwf7dRw"
833,@_E_J_A_ @Catatan_ali7 😂🤣
834,Gara gara ini ternyata 😂 https://t.co/oY23W0450t
835,@TheEagle_BEN @RestyCaayah @YaqutCQoumas Aku kasih tau setan
836,@TheEagle_BEN @RestyCaayah @YaqutCQoumas Kalau belom akupun sama
837,@TheEagle_BEN @RestyCaayah @YaqutCQoumas Makan belom ko ben
838,@TheEagle_BEN @RestyCaayah @YaqutCQoumas Pala ko lah
839,@TheEagle_BEN @RestyCaayah @YaqutCQoumas Jenis apa ben
840,@TheEagle_BEN @RestyCaayah @YaqutCQoumas Sama kek apa ben
841,@BarBaro5_ Hahahahah
842,"@dyahNeZza @mihrabku Wah siapa tau ibu ibu UMKM KLATEN kebagian 🤣😂

https://t.co/sRy9eUKxD1"
843,@TheEagle_BEN Itu apa ben
844,@SiPeNutur Suruh diem aja kalau bisa gerak gerak dikit
845,@SiPeNutur @Gank_Of_Petojo https://t.co/gf0X5Nofhl
846,"@TheEagle_BEN @RestyCaayah @YaqutCQoumas Pala ko , jangan ko samakam aku dengan dia"
847,@SiPeNutur Ya kan koh @Gank_Of_Petojo semua itu ada kapasitas beban nya kalau over kapasitas ya rusak😂🤣
848,@TheEagle_BEN @geloraco Monyet dong
849,@TheEagle_BEN @RestyCaayah @YaqutCQoumas Itu kenapa ben
850,@TheEagle_BEN @geloraco Siapa itu ben
851,Kayak pada kehabisan narasi isinya saling adu masa semua gak ada lain lagi selain itu 😂 https://t.co/RzaOyoQ1cV
852,@SiPeNutur Keberatan itu 🤦‍♀️
853,Pulsa Ceban barusan Cair kayak nya ... bisa seragam gini cuitan nya untuk PUAN.... https://t.co/5k51RDtxW5
854,@RestyCaayah CABUL JUGA Ternyata😂🤦‍♀️
855,@Atisicantik @NovalAssegaf @__Sridiana_3va https://t.co/GrCvWlmFNm
856,"@Cerita_wanita77 @zarazettirazr @UyokBack @RestyCaayah Tapi reklamasi itu sampai sekarang masih berjalan loh

Jangan bawa bawa profesi om  @EdiMahaMG kritik saja narasi nya bantah saja narasi nya

Kalimat anda sudah fitnah dengan mengatakan memanfaatkan oposisi untuk jualan emas

JANGAN HANYA BISA MEMUJI TAPI TAKUT UNTUK MENGKRITISI"
857,"Gila lu GURU dihargai segitu part time lagi 

Pantes sulit dapat jodoh lo lah kelakuan lu kek VOC kejam banget🤦‍♀️ https://t.co/PMhKQaySMG"
858,@paa_piiyoo @Anna82662230 Opo iyo
859,"@__Sridiana_3va @NovalAssegaf Oh salah ya 🤣😂
Yang bener gimana dok"
860,Terimakasih dok @__Sridiana_3va 🙏 https://t.co/CKDgfNxmYz
861,@NovalAssegaf @__Sridiana_3va Mana kacamat nya bib😂🤣
862,"@NovalAssegaf Sebenernya masakan mu enak sayang tapi lebih enak kalau kamu gak usah masak kita jajan aja

Gitu ya ustadzah @__Sridiana_3va"
863,@Anna82662230 Wkwkwkwk
864,@__Sridiana_3va @NovalAssegaf Hahahaha🤦‍♀️ https://t.co/ABwZsXsylT
865,@RestyCaayah @FFinsadendy https://t.co/ypiS5qRiqM
866,@NovalAssegaf Itu paling depan dok @__Sridiana_3va ?
867,@ReenTis_ @Catatan_ali7 Terimakasih kak akun itu lagi kenak semprit😂🤦‍♀️
868,@Gank_Of_Petojo @SiPeNutur Ssst jangan dikasih tau nanti rese koh
869,"@EdiMahaMG Anies susi alternatif yang bagus tapi siapa yang akan mengusung ? Satu satu nya jalan dengan pengumpulan ktp alias lewat jalut independen ? Karna golkar sudah Airlangga Ahy 
Gerindra prabowo puan 😂🤣"
870,@SiPeNutur @Gank_Of_Petojo Tapi membuang makanan yg sudah dibeli itu mubadzir
871,@soekaca55 @nyonyahsyuper Ora🤦‍♀️
872,@Gank_Of_Petojo @SiPeNutur Udah 🤣😂 baru kelar kirim2 paket
873,@MamahNoey 😂🤣
874,@AdelEmbul_Back 🤣😂
875,@SiPeNutur @Gank_Of_Petojo Dosa
876,@soekaca55 @nyonyahsyuper Ngopo guya guyu
877,@abiriki83 Dulu sering tp dilock karna karna diras sebarisan🤣😂
878,@Sadewa_39 😂🤣
879,"JATENG AJA AMBURADUL KO ANGKAT ANGKAT PULA JADI CAPRES

ANGKA KEMISKINAN DIJATENG TERUS BERTAMBAH BAHKAN MASUK KATEGORI EKSTREM 

Gubernur kayak gini mau ko usulkan jadi CAPRES ? Gua yang Warga Jateng aja ORA SUDI!!!

GOBLOK LU CHUSNUL https://t.co/hZ0s45iOLv https://t.co/q6XPBPflia"
880,@RestyCaayah HOAX gak jang ini nanti dilaporin pula🤣😂
881,@ruhutsitompul TOLOL https://t.co/eqj85fPYAF
882,@Shafamamahbawel Wkwkwkwk
883,@C4kDeep_ @dyahNeZza 😂🤣
884,"@EdiMahaMG Anjing2in homo😂🤦‍♀️
Ga bahas anies dah 2 hari"
885,@dyahNeZza https://t.co/Msuz4YepYd
886,@BarBaro5_ 😂🤣 https://t.co/eVuGibFxLg
887,@BarBaro5_ @elonmusk https://t.co/35ECicvFdg
888,@dyahNeZza https://t.co/EsXrm9CqrA
889,@dyahNeZza 🤦‍♀️ https://t.co/rDuyNBr5jo
890,@Ndons_Back 😂👍
891,Masih hidup ? https://t.co/gjf5Ivmr5I
892,@dyahNeZza Ampun gak lagi lagi😫
893,Jangan Takut kehilangan sesuatu karna (Takdir) Allah Swt tapi takutlah Kehilangan Allah Karna Sesuatu 👍
894,@PrieLeo_ @Snopiiee_y Lah itu mau gundul
895,@PrieLeo_ @Snopiiee_y @ArwahMiliter Dukung pokoknya 👍
896,@Snopiiee_y @elonmusk 7 jam doang😂🤣
897,@Snopiiee_y @PrieLeo_ Masha Allah ukhti
898,@PanciB0zz 🤦‍♀️🤣😂
899,"@Snopiiee_y @elonmusk 😂🤣

Taik emang"
900,@PrieLeo_ @Snopiiee_y Stres ?
901,@kariage_soul Cangkemuh🙄
902,@Gank_Of_Petojo @kangaudio Ya takut salah
903,Anjeng😂 lu dibatasi gua dikunci bangsat emang si @elonmusk 🤦‍♀️😂 https://t.co/1JGxYv4j3A
904,@Snopiiee_y @PrieLeo_ @ArwahMiliter @rick_iiiii Wakilnya🤦‍♀️
905,@Snopiiee_y @PrieLeo_ Apane ?
906,@PrieLeo_ @Snopiiee_y Dukung #Prie3Periode jadi ketum onest cc @ArwahMiliter
907,@whitedaisy_35 🤢🤮😂
908,@Gank_Of_Petojo @kangaudio Karna dah pernah liat🤣😂
909,@Snopiiee_y @PrieLeo_ RAS ajalah🤦‍♀️
910,@Snopiiee_y @PrieLeo_ Onest halu😫
911,@whitedaisy_35 🤦‍♀️
912,@PrieLeo_ @Snopiiee_y #KamiBersamaPrie👍
913,@Gank_Of_Petojo @kangaudio Tebak tebak aja koh🤦‍♀️
914,@PanciB0zz @BarBaro5_ https://t.co/uVBgvKanIZ
915,@PrieLeo_ @Snopiiee_y HALUUU
916,@BarBaro5_ @PanciB0zz Gara gara ngatain gay anjeng😂
917,@BarBaro5_ Kagak bisa dibuka ini pake cadangan 😂 taik emang
918,@kariage_soul Ndasmuh😂
919,@Gank_Of_Petojo @kangaudio Ali masih polos koh makanya nanha
920,@yudhi_sh 🤦‍♀️🤦‍♀️
921,@PanciB0zz @BarBaro5_ Ini di ras ya kalau kek gini 😂 https://t.co/GII9wLomn2
922,@BarBaro5_ Akun gua kenak ras cebong😂😂🤦‍♀️
923,@Just_dhee1203 Wkwkwkwkwk
924,@Gank_Of_Petojo @kangaudio Beda ujungnya ya koh ?
925,@Gank_Of_Petojo @kangaudio Gunung kembar
926,@kangaudio @Gank_Of_Petojo 🤣😂🤦‍♀️
927,@Just_dhee1203 Padahal kan kita butuh duit🤣
928,@Gank_Of_Petojo @kangaudio Babu terus😂🤣
929,@Just_dhee1203 😂🤦‍♀️
930,@Gank_Of_Petojo @SiPeNutur Ntar bagian pemesanan ali ingat makanan yg sudah dipesan tidak boleh tidak dimakan
931,@Gank_Of_Petojo @SiPeNutur Ngajak makan jam 9 malam
932,@BianconerriI 😂
933,@Just_dhee1203 Nah karna Twitter tempat terbaik untuk branding diri
934,@NegeriWayahna Done
935,@RadarKorupsi https://t.co/5eRyesnFUy
936,@Just_dhee1203 Yuhuuuuu😂
937,@nissa_tari @zarazettirazr @rmol_id https://t.co/7Jssr3ky1i
938,@RadarKorupsi Oh pos nya masih belum jadi ya om😂
939,@Gank_Of_Petojo @SiPeNutur Kan ajakan ngopi 😂🤦‍♀️
940,@Just_dhee1203 Enjoy for your life 💃💃
941,@RadarKorupsi Martua yg mana om 🤦‍♀️😂
942,@Gank_Of_Petojo Kalau gak sempet ya besok ketemu dijakarta ama om tas pinggang @SiPeNutur
943,@____w0nd3rBaper 🤣😂🤦‍♀️
944,@Gank_Of_Petojo Ada tempat bagus koh disitu🤣😂
945,"@zarazettirazr @rmol_id Yang dijamu makan terus kicep itu ya 😂

Sekarang apa urusan biden dan pejabat lain nya ? Kalau agenda jokowi hanya dengan elon musk"
946,@RadarKorupsi Jalan jalan terus😂
947,"@Gank_Of_Petojo Gua kaget bacanya disalatiga 😂🤦‍♀️

Beneran klaten salatiga 1 jam 😂 tapi masalah nya ada gawean🤦‍♀️"
948,@zarazettirazr @rmol_id Sebenernya gak disambut wajar kan emang tujuan jokowi untuk bertemu elon musk bukan agenda kenegaraan langsung indo amerika melainkan hanya indo elon musk😂
949,@koh_alien Mungkin diras cebong😂
950,@Srikandi_sunda Remuk sum
951,@Gank_Of_Petojo Dari rumah 1 jaman 😂 nanti kalau gawean dah kelar kalau sempat gua kesana koh
952,Kalau Kesana hanya untuk menemui ELON MUSK tidak ada agenda lain ya wajar jika tidak disambut BIDEN https://t.co/k85U0p2y1c
953,@Gank_Of_Petojo Sama siapa aja koh ? Salatiga nya mana ?
954,@Gank_Of_Petojo Seriusan ? Kalau iya siang ini gua susul
955,@Gank_Of_Petojo Disalatiga koh ?
956,@DjumadiDeddy Diras cebong keknya 😂🤣
957,BAKAR HIDUP HIDUP!!! https://t.co/I8Xrninfv2
958,@N0vemberCeria 😂🤣
959,🤦‍♀️🤦‍♀️ https://t.co/aouGzsjHhE
960,"ADMIN GUOBLOK gua fans MU malu min sama lu 

Kapasitas Stadion City itu berapa kapasitas Stadion MU itu berapa ?

City segitu udah 90% MU baru 80%an  gak gitu juga lah min dukung MU boleh GOBLOK JANGAN https://t.co/TvjvaLdrPN"
961,PECINTA LOBANG TAIK JUGA YA ???? https://t.co/MzpeDWAtv7
962,@Barbaro5__ Malas
963,@anditenrimahrun 🙏🙏
964,"@WongAlasRoban @Catatan_ali7 @astrienova_ Betul kalau banyak kawan kan kita kesuatu tempat ditunggu diajak ngopi diajak makan disuruh mampir dan sebagainya

Kalau banyak musuh kan ditunggu juga tapi ditunggu mau dilaporin ditunggu pertanggung jawaban ucapan nya dan sebagainya gak enak lah kalau banyak musuh pokoknya"
965,"@WongAlasRoban @Catatan_ali7 @astrienova_ Sekarang mah banyak kumpulin kawan aja om jadi mau kemana pun nyaman aman gak ada rasa takut karna banyak kawan

Kalau banyak musuh mau kemana dihantui ketakutan dihantui was was gimana kalau ketemu si a si b nanti gua diapa2in dll"
966,@Chan_Lee_Hae @RadarKorupsi @jokowi @kangdede78 😂🤣
967,"@RadarKorupsi @jokowi @kangdede78 MASIH SUKA NGEWE sama banci de ?

Komisaris dapat hadiah ciki aja lagu nya udah kek apaan tau

Ingat lo komisaris itu karna hasil ngebuzzer bukan karna otak lo pintar orang pintar mana mau NGEWE SAMA BANCI DE

@jokowi sampah kayak dede bisa bisa nya diangkat komisaris"
968,"Bismillahirrahmanirrahim

Pelan pelan Sedikit Demi sedikit
Gakpapa merangkak Asal UMKM Emak Emak Penjahit Klaten Bisa Bangkit Lagi

Yok Order SEPRAI &amp; BEDCOVER Asli buatan Tangan Emak Emak Klaten 

Untuk Motif Lain DM Ali ya

Thanks buat yang sudah order dan berkenan membantu RT https://t.co/Anv1DX3J9Q"
969,@SayyiidHaddaad Goyang bib
970,@mysweetalisa @Sarusy2 🙄
971,@yashudha_naka 🙏🙏
972,@Sarusy2 Kwwkkwkw
973,"@Srikandi_sunda @Amiliophile1 @rahasia__ihhh Jangan kompor😂🤣

Kalau akun ini emang jarang aktif komen🤣😂"
974,@Srikandi_sunda @Amiliophile1 @rahasia__ihhh Perasaan gua komen sana sini ya😂
975,@Srikandi_sunda @Amiliophile1 @rahasia__ihhh https://t.co/dcw6J0g2Ny
976,@Adang_pellor Masih ada
977,@BryanDeui123 Done blok😂🤣
978,@GieAdam3 Wuih gak ajak ajak
979,@Nayya001 🤪😂
980,@Nayya001 🙄🙄
981,@rahasia__ihhh @Amiliophile1 https://t.co/FNUZZKqtsr
982,@SiyoesAja @Gojekmilitan 😂🤣
983,@Lord_Queitaire Matursuwun brother
984,@rahasia__ihhh @Amiliophile1 Masak sih 😂
985,@Amiliophile1 @rahasia__ihhh Apa iya 😂🤣
986,@Endriyw https://t.co/YmI4vUMTiG
987,@AraituLaki Ora🤣
988,@MAHENDRA_GNW 😂😂
989,@MAHENDRA_GNW 🤮
990,@Lisaamartatara4 Jokowi
991,@Shafamamahbawel @Catatan_ali7 Cadangan
992,@TheEagle_BEN @Syaiful14742 Berisik kali ko paok🙄
993,Bismillah akun baru netes adakah yang mo follow Aku 😥😥
994,"Pengamat amatiran seperti @CoachJustinL jika masih dikasih panggung ya begini masih akan terus pamer kebodohan nya....

https://t.co/kxYzj18mJS"
995,Ada aja dah yang coba adu domba gue ma seseorang https://t.co/Qoek7q8Ajk
996,ODGJ😂🤣 https://t.co/r8XxJ7v4io
997,CAPER 😂
998,@reyhansamuda #BrendaBagiTHROnlen AHHAK! 💃💃💃
999,@naina_TShah Geura sare😡😡🔨
1000,@naina_TShah Heleh 🙄🙄 udah 1 minggu lebih
