,Id,Tweet Time,Url,Tweet Text,Likes Count,Reply Count,Retweet Count,Retweeted Tweet,User Id,User Name,User Location,Follower Count,Following Count
8404,1497261961620250631,2022-02-25 17:27:24+00:00,https://twitter.com/__Bungs/status/1497261961620250631,"Ci sono cose da non fare mai,
né di giorno né di notte,
né per mare né per terra:
per esempio, la guerra...☕️",0,0,0,,,,,,
8405,1497253467492020224,2022-02-25 16:53:38+00:00,https://twitter.com/__Bungs/status/1497253467492020224,Having faith is a beautiful thing. It doesn’t mean you know what’s going on all the time. It doesn’t mean the storms of life won’t hit you but it means that you won’t be overwhelmed by challenges that happen in your life...☕️,5,0,0,,,,,,
8406,1497251620219867137,2022-02-25 16:46:18+00:00,https://twitter.com/__Bungs/status/1497251620219867137,Kesalahan adalah batu loncatan untuk belajar...☕️,7,2,0,,,,,,
8407,1497250779316457473,2022-02-25 16:42:58+00:00,https://twitter.com/__Bungs/status/1497250779316457473,"The smallest act of kindness is worth more than the greatest intention

~ Kahlil Gibran ~",4,0,0,,,,,,
8408,1497249892187574274,2022-02-25 16:39:26+00:00,https://twitter.com/__Bungs/status/1497249892187574274,The Legend 💙 https://t.co/veMVExhCwF,0,0,0,,,,,,
8409,1497249286169391106,2022-02-25 16:37:02+00:00,https://twitter.com/__Bungs/status/1497249286169391106,@_memoryusang ??,2,1,0,,1340576950381760513,_memoryusang,,17180.0,5935.0
8410,1497245570599030786,2022-02-25 16:22:16+00:00,https://twitter.com/__Bungs/status/1497245570599030786,@_memoryusang Mmh 😤 https://t.co/lu0cLPoRro,7,4,0,,1340576950381760513,_memoryusang,,17180.0,5935.0
8411,1497217797503418368,2022-02-25 14:31:54+00:00,https://twitter.com/__Bungs/status/1497217797503418368,"To know your Enemy, you must become your Enemy.

~ Sun Tzu ~",13,1,0,,,,,,
8412,1497213172117225474,2022-02-25 14:13:31+00:00,https://twitter.com/__Bungs/status/1497213172117225474,@VMinuz Amen 😇,3,1,0,,2483141372,VMinuz,Michigan happy wife Happy life,25103.0,19919.0
8413,1497212752502267904,2022-02-25 14:11:51+00:00,https://twitter.com/__Bungs/status/1497212752502267904,@aravaller13 Oo 🤭,0,0,0,,1488052038185668609,aravaller13,,156.0,199.0
8414,1497212324523896836,2022-02-25 14:10:09+00:00,https://twitter.com/__Bungs/status/1497212324523896836,@Angelmom337 Happy friday too brenda ☕️,1,0,0,,786543633122091008,Angelmom337,"Wisconsin, USA",29513.0,11519.0
8415,1497203978882334721,2022-02-25 13:36:59+00:00,https://twitter.com/__Bungs/status/1497203978882334721,@aravaller13 Oo 🙄 ya udah naek yang rendahan aja lampu taman 😁🤭,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8416,1497202494643990530,2022-02-25 13:31:06+00:00,https://twitter.com/__Bungs/status/1497202494643990530,@aravaller13 Mungkin tower juga 😁,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8417,1497197170671325190,2022-02-25 13:09:56+00:00,https://twitter.com/__Bungs/status/1497197170671325190,@aravaller13 Buat diet bagus 👍🏻,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8418,1497197083765313536,2022-02-25 13:09:36+00:00,https://twitter.com/__Bungs/status/1497197083765313536,@Rosses1Black 😂🤭,0,0,0,,892290867582468097,Rosses1Black,Nusantara Pertiwi,11909.0,6240.0
8419,1497189945600995331,2022-02-25 12:41:14+00:00,https://twitter.com/__Bungs/status/1497189945600995331,@aravaller13 🤭 https://t.co/GvqAf1dtRd,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8420,1497189634924703749,2022-02-25 12:40:00+00:00,https://twitter.com/__Bungs/status/1497189634924703749,"@Rosses1Black Panggil Lala , mba 🤭",1,1,0,,892290867582468097,Rosses1Black,Nusantara Pertiwi,11909.0,6240.0
8421,1497189321295630339,2022-02-25 12:38:45+00:00,https://twitter.com/__Bungs/status/1497189321295630339,@aravaller13 Lagi ngaduk kopi ☕️😁,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8422,1497188937944555522,2022-02-25 12:37:13+00:00,https://twitter.com/__Bungs/status/1497188937944555522,@aravaller13 Eh 🤭😔,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8423,1497188804343447552,2022-02-25 12:36:42+00:00,https://twitter.com/__Bungs/status/1497188804343447552,@Ode84 @Helmi_Felis Hahaha sering bolos pelajaran bahasa indonesia 🤣,0,1,0,,26660789,Ode84,Indonesia,380.0,214.0
8424,1497188454811144193,2022-02-25 12:35:18+00:00,https://twitter.com/__Bungs/status/1497188454811144193,"@AlCatrazorinokw Artinya si felis ngga suka dengan pak de dan pemerintahannya tapi nawarin diri buat jadi admin medsos presiden , brartikan masalahnya butuh perhatian dari presiden 😁",1,1,0,,1256896560081723392,khriss_bara,Pos Ronda Sebelah Masjid,3833.0,3856.0
8425,1497187664025452546,2022-02-25 12:32:10+00:00,https://twitter.com/__Bungs/status/1497187664025452546,@aravaller13 Oo 🤭😁,1,1,0,,1488052038185668609,aravaller13,,156.0,199.0
8426,1497187490486099971,2022-02-25 12:31:28+00:00,https://twitter.com/__Bungs/status/1497187490486099971,@AlCatrazorinokw Sebenarnya ngga masalah kata Stop jadi Setop yang penting maknanya sama (menghentikan) tapi kan kubu sebelah lebih pinter ya untuk ngegoreng 😁,1,1,0,,1256896560081723392,khriss_bara,Pos Ronda Sebelah Masjid,3833.0,3856.0
